appsname,review,rating
Google Fit: Health and Activity Tracking,Distance tracking is not good. Sometimes confusing. Distance tracking and step count is not in sync.,3
Google Fit: Health and Activity Tracking,The steps are not accurate and it doesn't synce with other health/fitness programs. Had to get an additional app to synce to Samsung Health.,2
Google Fit: Health and Activity Tracking,"This is a good pedometer, but it's really frustrating that you can't do timed runs like in Strava.",4
Google Fit: Health and Activity Tracking,"Rarely gets it right. Route, and/or number of steps and distance are not accurate.",2
Google Fit: Health and Activity Tracking,BUG REPORT: Navigation bar is not turning dark when dark mode in messages is enabled... Please fix this...,3
Google Fit: Health and Activity Tracking,"Very lousy apps. Unable to sync the steps from my tracker if I miss for a day. Need to do it daily.",1
Google Fit: Health and Activity Tracking,"The app is too slow. When you want to cancel your old track, it takes ages to close. If you got the back button, you can get to Start Walking again. But then it won't count your distance. You have to restart the phone. It's a total see waste of time.",2
Google Fit: Health and Activity Tracking,"When I am walking it is not counting my steps 🥺🥺 that's why I have given the 1 star if you solve the problem I will edit the rating and give 5 star 🌟",1
Google Fit: Health and Activity Tracking,"It was working fine when I had installed it. But after a couple of weeks I started observing an issue where the app reduces the distance+points+cal after working out for a certain time. This issue is intermittent and is very irritating. Please fix this soon.",2
Google Fit: Health and Activity Tracking,"Great app but only marks the path in straight lines only curvy routes ain't considered hence cuts down on the actual distance walked/ran",3
Google Fit: Health and Activity Tracking,"This app used to work great for a number of years, but has become progressively worse and now, over the last year, almost useless. Now it can barely track anything in the background and fails to calculate calories. It seems to record steps but never seems to log them as calories spent, or as activities such as walks or bike rides. It generally just fails at being a fitness app and misses the majority of a day's activity. I've spent the last few months entering activities manually. Useless.",1
Google Fit: Health and Activity Tracking,"Google tries to do everything rather than do something good and never gets anything done right or without an agenda. Do a noon walk everyday, each day the results are different.",1
Google Fit: Health and Activity Tracking,"No way to set sensitivity, that I could find. Using for health insurance benefit, and only tracks approximately 53% of my steps. Disappointed. Very easy to set up and navigate, just wish it actually tracked all my steps, like my good phone pedometer does. Update: I notice it also subtracts steps occasionally! And if you add an activity, like walking, working out, gardening, etc, and record your steps it does not add all your steps. Basically worthless as an activity, step tracker. 0 stars!",1
Google Fit: Health and Activity Tracking,"Why the hell you people come with these kinds of updates ? It's just a degrade. Previous version was so good and prompt. This update don't even count steps. Please don't update until it's necessary. Bogus update this is.",1
